"Barack Obama","pre",,,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Mark Udall","sen","CO",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Joe Biden","sen","DE",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Jim Martin","sen","GA",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Tom Harkin","sen","IA",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Larry LaRocco","sen","ID",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Dick Durbin","sen","IL",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"John Kerry","sen","MA",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Carl Levin","sen","MI",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Scott Kleeb","sen","NE",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Jeanne Shaheen","sen","NH",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Frank Lautenberg","sen","NJ",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Tom Udall","sen","NM",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Kay Hagan","sen","NC",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Andrew Rice","sen","OK",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Jeff Merkley","sen","OR",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Jack Reed","sen","RI",,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Vic Snyder","hou","AR",2,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Ann Kirkpatrick","hou","AZ",1,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Bob Lord","hou","AZ",3,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Ed Pastor","hou","AZ",4,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Harry Mitchell","hou","AZ",5,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
"Raul Grijalva","hou","AZ",7,"Sierra Club","http://www.sierraclub.org/politics/endorsements/",2008
