"Harry Mitchell","hou","AZ",5,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Gabrielle Giffords","hou","AZ",8,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Charlie Brown","hou","CA",4,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Lynn Woolsey","hou","CA",6,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"George Miller","hou","CA",7,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Jerry McNerney","hou","CA",11,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Sam Farr","hou","CA",17,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Lois Capps","hou","CA",23,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Henry Waxman","hou","CA",30,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Hilda Solis","hou","CA",32,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Bob Filner","hou","CA",51,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"John Salazar","hou","CO",3,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Angie Paccione","hou","CO",4,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Ed Perlmutter","hou","CO",7,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Chris Shays","hou","CT",4,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Nancy Johnson","hou","CT",5,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Mike Castle","hou","DE",0,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Phyllis Busansky","hou","FL",9,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Kathy Castor","hou","FL",11,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Tim Mahoney","hou","FL",16,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Debbie Wasserman Schultz","hou","FL",20,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Ron Klein","hou","FL",22,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Bruce Braley","hou","IA",1,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Jim Leach","hou","IA",2,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Tammy Duckworth","hou","IL",6,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Melissa Bean","hou","IL",8,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Timothy Jonhson","hou","IL",15,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Phil Hare","hou","IL",17,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
"Baron Hill","hou","IN",9,"League of Conservation Voters","http://www.lcv.org/campaigns/endorsements/endorsements-2006.html",2006
