"http://www.votesmart.org/issue_rating_detail.php?r_id=1892&rtype=E",,,,
"WV","U.S. Senate",,"John Rockefeller","Democratic"
"DE","U.S. Senate",,"Joseph Biden","Democratic"
"IL","U.S. Senate",,"Richard Durbin","Democratic"
"RI","U.S. Senate",,"John Reed","Democratic"
"NJ","U.S. Senate",,"Frank Lautenberg","Democratic"
"SD","U.S. Senate",,"Tim Johnson","Democratic"
"IA","U.S. Senate",,"Thomas Harkin","Democratic"
